Component,Function,FailureModes,Effects,Severity,DetectionControl,RequirementIDs,CyberRisks
security,Open,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
security,Open,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
security,Open,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
security,Purge,Incorrect output,Incorrect system behavior,low,unit tests,,
security,Rekey,Incorrect output,Incorrect system behavior,low,unit tests,,
security,Seal,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
security,Seal,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
security,Seal,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
security,Seal,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
security,SignDiscovery,Incorrect output,Incorrect system behavior,low,unit tests,,
security,SignEndpoint,Incorrect output,Incorrect system behavior,low,unit tests,,
security,VerifyDiscovery,Incorrect output,Incorrect system behavior,low,unit tests,,
security,VerifyEndpoint,Incorrect output,Incorrect system behavior,low,unit tests,,
services,Addr,Incorrect output,Incorrect system behavior,low,unit tests,,
services,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
services,Done,Incorrect output,Incorrect system behavior,low,unit tests,,
services,Err,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
services,Mon,Incorrect output,Incorrect system behavior,low,unit tests,,
services,NewMonitorService,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
services,NewRecorderService,Incorrect output,Incorrect system behavior,low,unit tests,,
services,NewReplayService,Incorrect output,Incorrect system behavior,low,unit tests,,
services,Start,Returns unexpected error; Uncontrolled execution,Silent failure propagated to caller; Resource exhaustion,medium,unit tests,,
services,Start,Returns unexpected error; Goroutine not terminated,Silent failure propagated to caller; Memory leak or deadlock,medium,unit tests,,
services,Stop,Incorrect output,Incorrect system behavior,low,unit tests,,
services,Stop,Incorrect output,Incorrect system behavior,low,unit tests,,
shmem,C,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
shmem,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
shmem,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
shmem,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
shmem,CloseWithDrain,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
shmem,Domain,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
shmem,Metrics,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
shmem,New,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
shmem,NewPublisher,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
shmem,NewSubscriber,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
shmem,TryRead,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
shmem,Unsubscribe,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
shmem,Write,Returns unexpected error; Partial write / data corruption,Silent failure propagated to caller; Incorrect system state,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
shmem,WriteCtx,Returns unexpected error; Partial write / data corruption,Silent failure propagated to caller; Incorrect system state,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
testutil,AssertNoSample,Incorrect output,Incorrect system behavior,low,unit tests,,
testutil,AssertSample,Incorrect output,Incorrect system behavior,low,unit tests,,
testutil,BurstPublish,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
testutil,Count,Incorrect output,Incorrect system behavior,low,unit tests,,
testutil,DrainSamples,Incorrect output,Incorrect system behavior,low,unit tests,,
testutil,NewParticipant,Incorrect output,Incorrect system behavior,low,unit tests,,
testutil,NewTopicRecorder,Incorrect output,Incorrect system behavior,low,unit tests,,
testutil,PeriodicPublish,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
testutil,Samples,Incorrect output,Incorrect system behavior,low,unit tests,,
testutil,Start,Goroutine not terminated,Memory leak or deadlock,medium,unit tests,,
testutil,Stop,Incorrect output,Incorrect system behavior,low,unit tests,,
testutil,WaitFor,Incorrect output,Incorrect system behavior,low,unit tests,,
tsn,Apply,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
tsn,Apply,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint16(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
tsn,CycleDuration,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
tsn,Health,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
tsn,Interval,Incorrect output,Incorrect system behavior,low,unit tests,,
tsn,LoadConfig,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
tsn,MaxFragPayload,Incorrect output,Incorrect system behavior,low,unit tests,,
tsn,NewHealthTracker,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
tsn,ParseConfig,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
tsn,Record,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
tsn,Reset,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
tsn,StreamForTopic,Incorrect output,Incorrect system behavior,low,unit tests,,
tsn,TAPRIOFromStreams,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
tsn,TCCommand,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint8(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
tsn,Topics,Incorrect output,Incorrect system behavior,low,unit tests,,
tsn,TxOffset,Incorrect output,Incorrect system behavior,low,unit tests,,
tsn,Validate,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: byte(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
tsn,VerifyApplied,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: int32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint16(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range; CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
tsn,VerifyApplied,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
wan,Addr,Incorrect output,Incorrect system behavior,low,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
wan,Close,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
wan,Connect,Returns unexpected error; Goroutine not terminated,Silent failure propagated to caller; Memory leak or deadlock,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
wan,Serve,Returns unexpected error; Goroutine not terminated,Silent failure propagated to caller; Memory leak or deadlock,medium,unit tests,,CYBER009: uint32(x) — explicit narrowing conversion may silently truncate bits if x exceeds the target type's range
xtypes,All,Incorrect output,Incorrect system behavior,low,unit tests,,
xtypes,All,Incorrect output,Incorrect system behavior,low,unit tests,,
xtypes,CheckCompatibility,Incorrect output,Incorrect system behavior,low,unit tests,,
xtypes,Deregister,Incorrect output,Incorrect system behavior,low,unit tests,,
xtypes,FromJSON,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
xtypes,Get,Incorrect output,Incorrect system behavior,low,unit tests,,
xtypes,Identify,Incorrect output,Incorrect system behavior,low,unit tests,,
xtypes,Lookup,Incorrect output,Incorrect system behavior,low,unit tests,,
xtypes,LookupTopicType,Incorrect output,Incorrect system behavior,low,unit tests,,
xtypes,NewDynamicData,Incorrect output,Incorrect system behavior,low,unit tests,,
xtypes,NewTopicTypeRegistry,Incorrect output,Incorrect system behavior,low,unit tests,,
xtypes,NewTypeObject,Incorrect output,Incorrect system behavior,low,unit tests,,
xtypes,NewTypeRegistry,Incorrect output,Incorrect system behavior,low,unit tests,,
xtypes,Register,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
xtypes,RegisterTopicCodec,Incorrect output,Incorrect system behavior,low,unit tests,,
xtypes,Set,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
xtypes,String,Incorrect output,Incorrect system behavior,low,unit tests,,
xtypes,ToJSON,Returns unexpected error,Silent failure propagated to caller,medium,unit tests,,
xtypes,TypeDescriptor,Incorrect output,Incorrect system behavior,low,unit tests,,
